Date,tide,wind,atmosphericpressure,temperaturaair,temperaturaacqua,rainfall,radiation,humidity,waterlevel1hourago,waterlevel,number
2022/1/3 16:00,-0.25,2.2,1017.8,6.5,8.4,54.6,33,100,0.03,-0.15,60494
2022/1/3 17:00,-0.28,1.6,1017.8,6.8,8.2,54.6,0,100,-0.15,-0.29,60495
2022/1/3 18:00,-0.14,2.4,1017.9,7.1,8.2,54.6,0,98,-0.29,-0.31,60496
2022/1/3 19:00,0.06,0.5,1017.4,7.3,8.3,54.6,0,98,-0.31,-0.18,60497
2022/1/3 20:00,0.26,1.7,1017.5,7.4,8.3,54.6,0,97,-0.18,0.04,60498
2022/1/3 21:00,0.44,1.9,1017.2,7.4,8.2,54.6,0,97,0.04,0.24,60499
2022/1/3 22:00,0.62,2.2,1016.6,7.3,8.2,54.6,0,98,0.24,0.42,60500
2022/1/3 23:00,0.7,1.4,1015.9,7.3,8.4,54.6,0,97,0.42,0.56,60501
2022/1/4 00:00,0.65,3.5,1015.5,7.4,8.3,54.6,0,96,0.56,0.64,60502
2022/1/4 01:00,0.59,1.7,1015.1,7.6,8.2,54.6,0,94,0.64,0.62,60503
2022/1/4 02:00,0.45,0.2,1014.5,7.6,8.3,54.6,0,94,0.62,0.54,60504
2022/1/4 03:00,0.33,0.9,1014.2,7.6,8.3,54.6,0,95,0.54,0.4,60505
2022/1/4 04:00,0.26,2.2,1013.2,7.3,8.2,54.6,0,98,0.4,0.27,60506
2022/1/4 05:00,0.27,1.8,1012.7,6.9,8.1,54.6,0,99,0.27,0.21,60507
2022/1/4 06:00,0.35,0.9,1012.4,7,8.1,54.6,0,99,0.21,0.21,60508
2022/1/4 07:00,0.45,0.1,1012.2,7.1,8.2,54.6,0,99,0.21,0.3,60509
2022/1/4 08:00,0.62,1.4,1011.8,7.2,8.2,54.6,1,98,0.3,0.46,60510
2022/1/4 09:00,0.77,1.5,1012,7.5,8.1,54.6,8,97,0.46,0.62,60511
2022/1/4 10:00,0.86,3.1,1012,7.3,8.1,54.6,19,97,0.62,0.75,60512
2022/1/4 11:00,0.83,5.7,1011.2,6.8,8.1,54.6,44,99,0.75,0.82,60513
2022/1/4 12:00,0.73,2.9,1011,6.9,8.2,54.6,44,98,0.82,0.8,60514
2022/1/4 13:00,0.53,2.9,1010.2,7,8.2,54.6,37,98,0.8,0.67,60515
2022/1/4 14:00,0.27,2.9,1009.3,7,8.2,54.6,56,98,0.67,0.48,60516
2022/1/4 15:00,0.04,2.9,1008.9,7.1,8.3,54.6,20,98,0.48,0.26,60517
2022/1/4 16:00,-0.11,3.4,1008.3,7.1,8.3,54.6,9,97,0.26,0.06,60518
2022/1/4 17:00,-0.16,3.3,1008.3,7.3,8.4,54.6,0,97,0.06,-0.12,60519
2022/1/4 18:00,-0.12,4.9,1008.1,7.4,8.4,54.6,0,96,-0.12,-0.21,60520
2022/1/4 19:00,0.01,4.5,1007.8,7.3,8.5,54.6,0,98,-0.21,-0.18,60521
2022/1/4 20:00,0.2,5.2,1007.4,7.3,8.3,54.6,0,98,-0.18,-0.01,60522
2022/1/4 21:00,0.43,4,1007.2,7.4,8.5,54.6,0,97,-0.01,0.2,60523
2022/1/4 22:00,0.58,4.1,1006.7,7.1,8.7,54.6,0,99,0.2,0.4,60524
2022/1/4 23:00,0.7,2.8,1006.3,7.3,8.3,54.6,0,99,0.4,0.55,60525
2022/1/5 00:00,0.75,4.1,1005.8,7.3,8.4,54.6,0,99,0.55,0.65,60526
2022/1/5 01:00,0.72,2.5,1005.3,7.3,8.3,54.6,0,99,0.65,0.71,60527
2022/1/5 02:00,0.62,2.8,1004.7,7.2,8.3,54.6,0,99,0.71,0.69,60528
2022/1/5 03:00,0.53,2.3,1003.9,7.2,8.3,54.6,0,99,0.69,0.59,60529
2022/1/5 04:00,0.45,3.6,1003.1,7.4,8.3,54.6,0,100,0.59,0.48,60530
2022/1/5 05:00,0.39,4.3,1002.1,7.3,8.3,54.6,0,100,0.48,0.39,60531
2022/1/5 06:00,0.43,3.9,1001.5,7.4,8.4,54.6,0,100,0.39,0.35,60532
2022/1/5 07:00,0.54,3.9,1001.1,7.8,8.4,54.6,0,100,0.35,0.38,60533
2022/1/5 08:00,0.69,3.1,1000.2,8.6,8.5,54.6,1,100,0.38,0.52,60534
2022/1/5 09:00,0.84,4.6,1000,9.8,8.3,54.6,22,93,0.52,0.69,60535
2022/1/5 10:00,0.94,5.3,999.8,10.6,8.3,54.6,79,91,0.69,0.83,60536
2022/1/5 11:00,0.99,8.5,999.2,10.6,8.4,54.6,123,91,0.83,0.94,60537
2022/1/5 12:00,0.92,4.9,998.8,10.5,8.5,54.6,151,90,0.94,0.98,60538
2022/1/5 13:00,0.77,7.1,998.1,10.7,8.5,54.6,286,91,0.98,0.9,60539
2022/1/5 14:00,0.57,7.2,997.7,11.1,8.5,54.6,68,89,0.9,0.76,60540
2022/1/5 15:00,0.35,4.8,997.4,11.1,8.6,54.6,68,88,0.76,0.56,60541
2022/1/5 16:00,0.18,6.7,997.6,11.8,8.7,54.6,40,85,0.56,0.37,60542
2022/1/5 17:00,0.09,0.6,997.6,11.5,8.6,54.6,0,86,0.37,0.21,60543
2022/1/5 18:00,0.11,1.7,997.3,10.8,8.6,58.2,0,94,0.21,0.09,60544
2022/1/5 19:00,0.18,15.3,997.5,7.8,8.5,59.8,0,95,0.09,0.06,60545
2022/1/5 20:00,0.3,16.4,998.1,7.3,8.8,61.2,0,93,0.06,0.14,60546
2022/1/5 21:00,0.48,24.6,998.4,5.9,9.5,61.8,1,94,0.14,0.27,60547
2022/1/5 22:00,0.57,24.3,999.7,5.2,10,62.6,0,94,0.27,0.4,60548
2022/1/5 23:00,0.57,22.4,1001.8,3.8,10.1,63,0,96,0.4,0.53,60549
2022/1/6 00:00,0.68,20.3,1003.1,2.6,10.3,64,2,98,0.53,0.59,60550
2022/1/6 01:00,0.67,17.7,1004.3,2.8,10.4,65.6,0,97,0.59,0.63,60551
2022/1/6 02:00,0.65,14.5,1006,2.9,10.5,67,0,98,0.63,0.7,60552
2022/1/6 03:00,0.55,14.5,1006.4,3.5,10.5,68.2,0,97,0.7,0.72,60553
2022/1/6 04:00,0.53,13.4,1007.2,4.9,10.4,68.6,0,92,0.72,0.63,60554
2022/1/6 05:00,0.52,12.8,1007.4,6.7,10.4,68.8,15.7,81,0.63,0.58,60555
2022/1/6 06:00,0.39,11.3,1007.9,8,10.6,68.8,0,73,0.58,0.51,60556
2022/1/6 07:00,0.35,11.3,1008.2,8.2,10.6,68.8,0,69,0.51,0.4,60557
2022/1/6 08:00,0.47,5.1,1009.3,5.8,10.7,68.8,4,82,0.4,0.37,60558
2022/1/6 09:00,0.54,6.8,1010.3,5.8,10.7,68.8,43,81,0.37,0.44,60559
2022/1/6 10:00,0.59,5.6,1011.2,6.5,10.6,68.8,109,78,0.44,0.55,60560
2022/1/6 11:00,0.66,5.5,1011.6,6.7,10.7,68.8,145,75,0.55,0.63,60561
2022/1/6 12:00,0.63,6.2,1011.7,7,10.7,68.8,180,71,0.63,0.68,60562
2022/1/6 13:00,0.51,6.9,1011.4,8,10.8,68.8,305,70,0.68,0.64,60563
2022/1/6 14:00,0.33,7.2,1011.6,8.4,10.7,68.8,172,62,0.64,0.49,60564
2022/1/6 15:00,0.19,7.7,1012.1,8.7,10.7,68.8,75,64,0.49,0.32,60565
2022/1/6 16:00,0.09,6.8,1012.9,9.2,10.6,68.8,24,65,0.32,0.18,60566
2022/1/6 17:00,0.06,9,1013.8,9.7,10.5,68.8,0,56,0.18,0.08,60567
2022/1/6 18:00,0.04,10.3,1014.8,9.9,10.5,68.8,0,53,0.08,0.03,60568
2022/1/6 19:00,0.05,11.8,1015.4,9.9,10.5,68.8,0,46,0.03,0.01,60569
2022/1/6 20:00,0.12,12.6,1016.1,9.6,10.5,68.8,0,48,0.01,0.05,60570
2022/1/6 21:00,0.21,11.3,1016.8,9.3,10.5,68.8,0,51,0.05,0.12,60571
2022/1/6 22:00,0.34,9.5,1017.4,9.2,10.5,68.8,198,53,0.12,0.24,60572
2022/1/6 23:00,0.49,13.5,1017.9,9.2,10.5,68.8,0,50,0.24,0.37,60573
2022/1/7 00:00,0.58,13.9,1018.3,9,10.5,68.8,0,43,0.37,0.5,60574
2022/1/7 01:00,0.66,13,1018.7,8.7,10.5,68.8,0,46,0.5,0.6,60575
2022/1/7 02:00,0.67,12.4,1019.1,8.2,10.5,68.8,0,50,0.6,0.66,60576
2022/1/7 03:00,0.61,12.8,1018.9,7.9,10.5,68.8,0,48,0.66,0.65,60577
2022/1/7 04:00,0.55,12.8,1018.7,7.2,10.4,68.8,0,51,0.65,0.6,60578
2022/1/7 05:00,0.45,11,1018.8,5.9,10.5,68.8,0,63,0.6,0.5,60579
2022/1/7 06:00,0.34,11.5,1019.1,5.5,10.5,68.8,47.7,64,0.5,0.38,60580
2022/1/7 07:00,0.32,11.4,1019.3,5.5,10.4,68.8,0,60,0.38,0.3,60581
2022/1/7 08:00,0.34,11,1019.4,5.3,10.4,68.8,13,57,0.3,0.28,60582
2022/1/7 09:00,0.35,10.4,1019.5,5.1,10.4,68.8,143,59,0.28,0.3,60583
2022/1/7 10:00,0.42,10.8,1019.5,4.9,10.3,68.8,273,55,0.3,0.34,60584
2022/1/7 11:00,0.48,11.5,1019.1,5.1,10.3,68.8,362,51,0.34,0.41,60585
2022/1/7 12:00,0.52,9.7,1018.4,5.6,10.3,68.8,404,55,0.41,0.49,60586
2022/1/7 13:00,0.53,9.1,1017.5,5.6,10.4,68.8,379,48,0.49,0.53,60587
2022/1/7 14:00,0.5,7.1,1017,5.9,10.4,68.8,300,46,0.53,0.53,60588
2022/1/7 15:00,0.43,7.1,1016.5,6.4,10.4,68.8,178,46,0.53,0.49,60589
2022/1/7 16:00,0.31,6,1016.3,6.6,10.4,68.8,45,45,0.49,0.4,60590
2022/1/7 17:00,0.18,7.2,1016,6.5,10.4,68.8,0,42,0.4,0.27,60591
2022/1/7 18:00,0.06,5.2,1015.9,6.6,10.3,68.8,0,41,0.27,0.14,60592
2022/1/7 19:00,0.01,6.2,1016,6.4,10.3,68.8,0,39,0.14,0.03,60593
2022/1/7 20:00,0.03,7.4,1015.9,6.1,10.3,68.8,0,37,0.03,-0.02,60594
2022/1/7 21:00,0.11,7.4,1015.8,5.6,10.2,68.8,0,37,-0.02,0,60595
2022/1/7 22:00,0.22,7.6,1015.7,5.2,10.2,68.8,0,40,0,0.09,60596
2022/1/7 23:00,0.33,7.6,1015.7,4.3,10.2,68.8,0,46,0.09,0.23,60597
2022/1/8 00:00,0.45,7.6,1015.3,4,10.3,68.8,0,44,0.23,0.35,60598
2022/1/8 01:00,0.55,7.2,1015,3.4,10.3,68.8,0,54,0.35,0.46,60599
2022/1/8 02:00,0.58,7.2,1014.4,4,10.3,68.8,0,45,0.46,0.55,60600
2022/1/8 03:00,0.61,7.9,1014.1,4.2,10.1,68.8,217.7,51,0.55,0.6,60601
2022/1/8 04:00,0.57,6.2,1013.7,3.9,10.2,68.8,0,42,0.6,0.61,60602
2022/1/8 05:00,0.51,4.8,1013.4,3.7,10.1,68.8,98.7,48,0.61,0.56,60603
2022/1/8 06:00,0.42,5.6,1013.5,3.7,10.1,68.8,0,55,0.56,0.47,60604
2022/1/8 07:00,0.35,6.3,1013.6,2.9,10.1,68.8,49,60,0.47,0.38,60605
2022/1/8 08:00,0.29,7.2,1013.1,2.8,10.1,68.8,7,58,0.38,0.3,60606
2022/1/8 09:00,0.3,9,1013.3,3.2,9.9,68.8,140,57,0.3,0.25,60607
2022/1/8 10:00,0.34,7.7,1013.9,2.8,10,68.8,267,64,0.25,0.26,60608
2022/1/8 11:00,0.4,6.5,1013.6,3.5,10,68.8,357,55,0.26,0.32,60609
2022/1/8 12:00,0.49,3.3,1013.3,3.8,10,68.8,392,53,0.32,0.42,60610
2022/1/8 13:00,0.52,3.5,1012.9,4.5,10,68.8,371,52,0.42,0.5,60611
2022/1/8 14:00,0.49,4.4,1012.3,4.6,10.1,68.8,296,49,0.5,0.54,60612
2022/1/8 15:00,0.41,5,1012,4.9,10,68.8,175,56,0.54,0.49,60613
2022/1/8 16:00,0.27,5.3,1011.7,5.2,10,68.8,46,56,0.49,0.37,60614
2022/1/8 17:00,0.15,5.3,1011.6,5.2,10.1,68.8,0,58,0.37,0.23,60615
2022/1/8 18:00,0.04,4.8,1011.3,5.1,10,68.8,28,60,0.23,0.11,60616
2022/1/8 19:00,-0.03,5,1011.4,5,10,68.8,0,64,0.11,-0.01,60617
2022/1/8 20:00,-0.02,5.7,1011.4,4.8,9.8,68.8,79,66,-0.01,-0.07,60618
2022/1/8 21:00,0.03,4,1011.1,4.9,9.7,68.8,210.7,71,-0.07,-0.06,60619
2022/1/8 22:00,0.11,5,1011,4.9,9.8,68.8,144.7,74,-0.06,0.01,60620
2022/1/8 23:00,0.23,5,1010.5,4.9,9.6,68.8,94.3,67,0.01,0.11,60621
2022/1/9 00:00,0.4,3.4,1009.5,4.7,9.7,68.8,144.7,74,0.11,0.26,60622
2022/1/9 01:00,0.52,4.2,1007.9,5.3,9.7,68.8,140.3,68,0.26,0.41,60623
2022/1/9 02:00,0.59,5.5,1006.6,5.5,9.7,68.8,2,68,0.41,0.51,60624
2022/1/9 03:00,0.66,3.8,1006.4,5.2,10,68.8,0,67,0.51,0.61,60625
2022/1/9 04:00,0.67,2.7,1005.4,4.3,9.8,68.8,0,73,0.61,0.66,60626
2022/1/9 05:00,0.64,3.1,1004.3,4.3,10,68.8,17.7,70,0.66,0.66,60627
2022/1/9 06:00,0.56,5.9,1003.4,5.4,9.8,68.8,0,56,0.66,0.6,60628
2022/1/9 07:00,0.52,6,1003,5.7,9.9,68.8,0,51,0.6,0.52,60629
2022/1/9 08:00,0.43,4.9,1003,5.9,9.8,68.8,3,63,0.52,0.45,60630
2022/1/9 09:00,0.41,7,1002.6,4.1,9.9,68.8,20,75,0.45,0.36,60631
2022/1/9 10:00,0.45,5.5,1002.4,5.8,9.8,68.8,52,74,0.36,0.35,60632
2022/1/9 11:00,0.51,3.9,1002.7,4.8,9.9,68.8,53,70,0.35,0.42,60633
2022/1/9 12:00,0.53,5.4,1002.5,4.4,9.8,68.8,120,71,0.42,0.47,60634
2022/1/9 13:00,0.52,7.5,1002.2,4.8,9.9,68.8,154,68,0.47,0.52,60635
2022/1/9 14:00,0.52,9.5,1002,4.8,9.8,68.8,141,59,0.52,0.5,60636
2022/1/9 15:00,0.45,7.9,1002,5.1,9.8,68.8,64,55,0.5,0.47,60637
2022/1/9 16:00,0.37,5.9,1002.5,5.5,9.8,68.8,8,59,0.47,0.41,60638
2022/1/9 17:00,0.28,3.5,1002.4,5.1,9.8,69,0,67,0.41,0.31,60639
2022/1/9 18:00,0.22,4.1,1003.3,5.4,9.8,69.2,0,67,0.31,0.24,60640
2022/1/9 19:00,0.16,4,1003.5,5.4,9.8,69.2,0,66,0.24,0.18,60641
2022/1/9 20:00,0.1,3.8,1003.9,5.5,9.8,69.2,0,71,0.18,0.09,60642
2022/1/9 21:00,0.15,3.5,1004.3,5.9,9.8,69.2,0,73,0.09,0.06,60643
2022/1/9 22:00,0.21,1.8,1004.4,6.2,9.8,69.2,0,73,0.06,0.11,60644
2022/1/9 23:00,0.3,6.8,1004.3,5.4,9.7,69.2,0,69,0.11,0.2,60645
2022/1/10 00:00,0.39,4.8,1004.6,5.6,9.9,69.2,0,68,0.2,0.3,60646
2022/1/10 01:00,0.48,5.1,1004.8,5.3,9.7,69.2,0,72,0.3,0.39,60647
2022/1/10 02:00,0.57,6.8,1004.8,5.4,9.8,69.2,0,70,0.39,0.48,60648
2022/1/10 03:00,0.63,7.5,1004.9,5.5,9.6,69.2,0,69,0.48,0.56,60649
2022/1/10 04:00,0.69,6.5,1005,6.4,9.8,69.2,0,59,0.56,0.62,60650
2022/1/10 05:00,0.69,8,1005.3,6.3,9.6,69.2,0,63,0.62,0.68,60651
2022/1/10 06:00,0.64,8,1005.6,6.7,9.8,69.2,0,64,0.68,0.68,60652
2022/1/10 07:00,0.58,6.3,1006.3,7.2,9.6,69.2,0,61,0.68,0.62,60653
2022/1/10 08:00,0.53,6.9,1006.8,7.5,9.8,69.2,6,67,0.62,0.55,60654
2022/1/10 09:00,0.45,4.8,1007.8,7.8,9.6,69.2,138,66,0.55,0.46,60655
2022/1/10 10:00,0.39,5.8,1008.7,7.5,9.7,69.2,84,61,0.46,0.38,60656
2022/1/10 11:00,0.34,5.8,1009.3,7.4,9.7,69.2,118,64,0.38,0.33,60657
2022/1/10 12:00,0.28,6.7,1009.5,7.6,9.6,69.2,119,65,0.33,0.27,60658
2022/1/10 13:00,0.26,5.5,1009.5,7.8,9.8,69.2,136,68,0.27,0.23,60659
2022/1/10 14:00,0.23,5.6,1009.7,7.7,9.7,69.2,147,68,0.23,0.19,60660
2022/1/10 15:00,0.24,3,1010.1,7.8,9.6,69.2,71,57,0.19,0.18,60661
2022/1/10 16:00,0.26,3.2,1010.9,7.9,9.7,69.2,22,57,0.18,0.21,60662
2022/1/10 17:00,0.25,3.1,1011.5,8,9.6,69.2,0,62,0.21,0.24,60663
2022/1/10 18:00,0.23,4.3,1012.2,8.2,9.5,69.2,85.3,61,0.24,0.23,60664
2022/1/10 19:00,0.18,3.9,1013.3,8.3,9.4,69.2,7.3,60,0.23,0.2,60665
2022/1/10 20:00,0.14,3.6,1014,8.3,9.5,69.2,7.3,59,0.2,0.13,60666
2022/1/10 21:00,0.1,2.4,1014.6,8.3,9.5,69.2,31,58,0.13,0.07,60667
2022/1/10 22:00,0.1,3.3,1015,7.7,9.4,69.2,277,67,0.07,0.04,60668
2022/1/10 23:00,0.16,3.8,1015.4,8.4,9.4,69.2,141.3,61,0.04,0.06,60669
2022/1/11 00:00,0.28,4.5,1015.8,8.4,9.5,69.2,11.7,58,0.06,0.14,60670
2022/1/11 01:00,0.39,3.2,1016.4,7.3,9.5,69.2,193.3,71,0.14,0.26,60671
2022/1/11 02:00,0.5,10.3,1016.4,9.3,9.5,69.2,0,60,0.26,0.39,60672
2022/1/11 03:00,0.57,8.6,1017.1,8.5,9.5,69.2,8,64,0.39,0.48,60673
2022/1/11 04:00,0.63,3.4,1017.7,6.9,9.6,69.2,239.7,71,0.48,0.56,60674
2022/1/11 05:00,0.64,7.2,1018,7,9.6,69.2,0,69,0.56,0.62,60675
2022/1/11 06:00,0.66,7.7,1018.5,7.1,9.6,69.2,201.3,69,0.62,0.64,60676
2022/1/11 07:00,0.63,6.9,1019,7.2,9.6,69.2,0,66,0.64,0.63,60677
2022/1/11 08:00,0.52,8.1,1019.7,7.5,9.6,69.2,13,58,0.63,0.57,60678
2022/1/11 09:00,0.4,7.5,1020.5,7.2,9.7,69.2,142,59,0.57,0.46,60679
2022/1/11 10:00,0.27,5.7,1021.1,7.1,9.7,69.2,270,56,0.46,0.34,60680
2022/1/11 11:00,0.15,6.3,1021.4,7.4,9.7,69.2,362,56,0.34,0.22,60681
2022/1/11 12:00,0.1,5.9,1021.6,7.8,9.8,69.2,401,54,0.22,0.1,60682
2022/1/11 13:00,0.08,4.7,1021.5,8.1,10,69.2,379,60,0.1,0.03,60683
2022/1/11 14:00,0.04,4.3,1021.5,8.2,10,69.2,307,59,0.03,0.02,60684
2022/1/11 15:00,0.1,10.6,1021.2,9.3,10,69.2,190,54,0.02,0.02,60685
2022/1/11 16:00,0.13,11.9,1021.4,9,10,69.2,52,51,0.02,0.07,60686
2022/1/11 17:00,0.19,13.1,1022,8.6,10,69.2,1,50,0.07,0.13,60687
2022/1/11 18:00,0.27,14.8,1022.6,9.2,9.9,69.2,0,51,0.13,0.21,60688
2022/1/11 19:00,0.25,13.5,1023.4,7.9,9.8,69.2,47.7,60,0.21,0.27,60689
2022/1/11 20:00,0.24,16,1023.8,7.9,9.6,69.2,0,56,0.27,0.29,60690
2022/1/11 21:00,0.24,16.3,1023.8,7.6,9.5,69.2,0,52,0.29,0.26,60691
2022/1/11 22:00,0.19,15.2,1024.4,7.3,9.5,69.2,0,50,0.26,0.22,60692
2022/1/11 23:00,0.24,15.1,1024.6,7.7,9.5,69.2,0,55,0.22,0.21,60693
2022/1/12 00:00,0.22,14.6,1024.9,6.9,9.3,69.2,0.3,52,0.21,0.23,60694
2022/1/12 01:00,0.27,14.2,1025,7.5,9.2,69.2,0,50,0.23,0.24,60695
2022/1/12 02:00,0.41,12.8,1025.5,7.5,9,69.2,0,47,0.24,0.28,60696
2022/1/12 03:00,0.55,16.3,1025.1,7.7,8.8,69.2,0,50,0.28,0.42,60697
2022/1/12 04:00,0.64,14.4,1025.5,7.4,8.7,69.2,0,47,0.42,0.56,60698
2022/1/12 05:00,0.71,15.1,1026.1,7.4,8.7,69.2,0,44,0.56,0.65,60699
2022/1/12 06:00,0.72,16.5,1026.5,7.6,8.6,69.2,0,49,0.65,0.72,60700
2022/1/12 07:00,0.68,15.2,1027,7.8,8.6,69.2,0,46,0.72,0.73,60701
2022/1/12 08:00,0.61,8.7,1028.1,5.4,8.6,69.2,16,63,0.73,0.67,60702
2022/1/12 09:00,0.49,9.6,1028.7,5,8.7,69.2,146,63,0.67,0.55,60703
